Time,VAV SYS 1:DesPer 1:Des Heat Mass Flow [kg/s],VAV SYS 1:DesPer 1:Des Heat Cap [W],VAV SYS 1:DesPer 1:Des Cool Mass Flow [kg/s],VAV SYS 1:DesPer 1:Des Sens Cool Cap [W],VAV SYS 1:DesPer 1:Des Tot Cool Cap [W],VAV SYS 1:DesPer 2:Des Heat Mass Flow [kg/s],VAV SYS 1:DesPer 2:Des Heat Cap [W],VAV SYS 1:DesPer 2:Des Cool Mass Flow [kg/s],VAV SYS 1:DesPer 2:Des Sens Cool Cap [W],VAV SYS 1:DesPer 2:Des Tot Cool Cap [W]
05:00:00,5.780444E-01,0.000000E+00,5.780444E-01,8.480452E+03,1.913180E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
05:10:00,5.780444E-01,0.000000E+00,5.780444E-01,8.495747E+03,1.914762E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
05:20:00,5.780444E-01,0.000000E+00,5.780444E-01,8.511043E+03,1.916345E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
05:30:00,5.780444E-01,0.000000E+00,5.780444E-01,8.526339E+03,1.917926E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
05:40:00,5.780444E-01,0.000000E+00,5.780444E-01,8.541635E+03,1.919509E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
05:50:00,5.780444E-01,0.000000E+00,5.780444E-01,8.556931E+03,1.921092E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
06:00:00,5.780444E-01,0.000000E+00,5.780444E-01,8.572226E+03,1.922674E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
06:10:00,5.780444E-01,0.000000E+00,5.780444E-01,8.625762E+03,1.928212E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
06:20:00,5.780444E-01,0.000000E+00,5.780444E-01,8.679297E+03,1.933751E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
06:30:00,5.780444E-01,0.000000E+00,5.780444E-01,8.732832E+03,1.939289E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
06:40:00,5.780444E-01,0.000000E+00,5.780444E-01,8.786367E+03,1.944828E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
06:50:00,5.780444E-01,0.000000E+00,5.780444E-01,8.839903E+03,1.950366E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
07:00:00,5.780444E-01,0.000000E+00,5.780444E-01,8.893438E+03,1.955905E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
07:10:00,5.780444E-01,0.000000E+00,5.780444E-01,9.023452E+03,1.969355E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
07:20:00,5.780444E-01,0.000000E+00,5.780444E-01,9.153466E+03,1.982806E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
07:30:00,5.780444E-01,0.000000E+00,5.780444E-01,9.283481E+03,1.996257E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
07:40:00,5.780444E-01,0.000000E+00,5.780444E-01,9.413495E+03,2.009708E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
07:50:00,5.780444E-01,0.000000E+00,5.780444E-01,9.543509E+03,2.023158E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
08:00:00,5.780444E-01,0.000000E+00,5.780444E-01,9.673523E+03,2.036609E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
08:10:00,5.780444E-01,0.000000E+00,5.780444E-01,9.818833E+03,2.051642E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
08:20:00,5.780444E-01,0.000000E+00,5.780444E-01,9.964143E+03,2.066676E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
08:30:00,5.780444E-01,0.000000E+00,5.780444E-01,1.010945E+04,2.081709E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
08:40:00,5.780444E-01,0.000000E+00,5.974580E-01,1.050659E+04,2.126778E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
08:50:00,5.780444E-01,0.000000E+00,7.422790E-01,1.259157E+04,2.377214E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
09:00:00,5.780444E-01,0.000000E+00,9.293978E-01,1.535566E+04,2.713114E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
09:10:00,5.780444E-01,0.000000E+00,1.092498E+00,1.766665E+04,2.996343E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
09:20:00,5.780444E-01,0.000000E+00,1.192458E+00,1.908982E+04,3.159721E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
09:30:00,5.780444E-01,0.000000E+00,1.307561E+00,2.067870E+04,3.335662E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
09:40:00,5.780444E-01,0.000000E+00,1.413231E+00,2.213388E+04,3.493570E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
09:50:00,5.780444E-01,0.000000E+00,1.510940E+00,2.347901E+04,3.640172E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
10:00:00,5.780444E-01,0.000000E+00,1.604026E+00,2.475702E+04,3.781318E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
10:10:00,5.780444E-01,0.000000E+00,1.639467E+00,2.531923E+04,3.839716E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
10:20:00,5.780444E-01,0.000000E+00,1.670542E+00,2.582768E+04,3.892511E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
10:30:00,5.780444E-01,0.000000E+00,1.698221E+00,2.629425E+04,3.940832E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
10:40:00,5.780444E-01,0.000000E+00,1.723302E+00,2.672878E+04,3.985940E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
10:50:00,5.780444E-01,0.000000E+00,1.746317E+00,2.713784E+04,4.028634E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
11:00:00,5.780444E-01,0.000000E+00,1.767739E+00,2.752729E+04,4.069524E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
11:10:00,5.780444E-01,0.000000E+00,1.766509E+00,2.757770E+04,4.072147E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
11:20:00,5.780444E-01,0.000000E+00,1.762269E+00,2.759122E+04,4.063253E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
11:30:00,5.780444E-01,0.000000E+00,1.755843E+00,2.757796E+04,4.050074E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
11:40:00,5.780444E-01,0.000000E+00,1.747606E+00,2.754249E+04,4.037333E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
11:50:00,5.780444E-01,0.000000E+00,1.738008E+00,2.749031E+04,4.026078E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
12:00:00,5.780444E-01,0.000000E+00,1.727198E+00,2.742321E+04,4.015284E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
12:10:00,5.780444E-01,0.000000E+00,1.694174E+00,2.704564E+04,3.970560E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
12:20:00,5.780444E-01,0.000000E+00,1.658522E+00,2.663629E+04,3.907738E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
12:30:00,5.780444E-01,0.000000E+00,1.620854E+00,2.620252E+04,3.839900E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
12:40:00,5.780444E-01,0.000000E+00,1.581692E+00,2.575061E+04,3.775891E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
12:50:00,5.780444E-01,0.000000E+00,1.541237E+00,2.528296E+04,3.716705E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
13:00:00,5.780444E-01,0.000000E+00,1.499781E+00,2.480305E+04,3.660428E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
13:10:00,5.780444E-01,0.000000E+00,1.534319E+00,2.528816E+04,3.711075E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
13:20:00,5.780444E-01,0.000000E+00,1.573536E+00,2.583092E+04,3.784211E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
13:30:00,5.780444E-01,0.000000E+00,1.615918E+00,2.641225E+04,3.866543E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
13:40:00,5.780444E-01,0.000000E+00,1.660586E+00,2.702107E+04,3.947773E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
13:50:00,5.780444E-01,0.000000E+00,1.706961E+00,2.765007E+04,4.025161E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
14:00:00,5.780444E-01,0.000000E+00,1.754593E+00,2.829363E+04,4.099951E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
14:10:00,5.780444E-01,0.000000E+00,1.776550E+00,2.858398E+04,4.133097E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
14:20:00,5.780444E-01,0.000000E+00,1.798223E+00,2.887117E+04,4.174733E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
14:30:00,5.780444E-01,0.000000E+00,1.819651E+00,2.915566E+04,4.217973E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
14:40:00,5.780444E-01,0.000000E+00,1.840812E+00,2.943718E+04,4.257463E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
14:50:00,5.780444E-01,0.000000E+00,1.861682E+00,2.971544E+04,4.292507E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
15:00:00,5.780444E-01,0.000000E+00,1.882239E+00,2.999013E+04,4.324597E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
15:10:00,5.780444E-01,0.000000E+00,1.881014E+00,2.992914E+04,4.317766E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
15:20:00,5.780444E-01,0.000000E+00,1.877499E+00,2.984010E+04,4.309537E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
15:30:00,5.780444E-01,0.000000E+00,1.872226E+00,2.972950E+04,4.299388E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
15:40:00,5.780444E-01,0.000000E+00,1.865504E+00,2.960107E+04,4.286622E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
15:50:00,5.780444E-01,0.000000E+00,1.857550E+00,2.945743E+04,4.271332E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
16:00:00,5.780444E-01,0.000000E+00,1.848524E+00,2.930054E+04,4.254007E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
16:10:00,5.780444E-01,0.000000E+00,1.827980E+00,2.898797E+04,4.218613E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
16:20:00,5.780444E-01,0.000000E+00,1.806394E+00,2.866210E+04,4.185609E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
16:30:00,5.780444E-01,0.000000E+00,1.783965E+00,2.832531E+04,4.152282E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
16:40:00,5.780444E-01,0.000000E+00,1.760821E+00,2.797908E+04,4.116597E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
16:50:00,5.780444E-01,0.000000E+00,1.737054E+00,2.762450E+04,4.078350E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
17:00:00,5.780444E-01,0.000000E+00,1.712736E+00,2.726241E+04,4.038157E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
17:10:00,5.780444E-01,0.000000E+00,1.709466E+00,2.714557E+04,4.026332E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
17:20:00,5.780444E-01,0.000000E+00,1.706471E+00,2.703211E+04,4.014712E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
17:30:00,5.780444E-01,0.000000E+00,1.703572E+00,2.691985E+04,4.003172E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
17:40:00,5.780444E-01,0.000000E+00,1.700673E+00,2.680757E+04,3.991599E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
17:50:00,5.780444E-01,0.000000E+00,1.697708E+00,2.669450E+04,3.979911E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
18:00:00,5.780444E-01,0.000000E+00,1.694631E+00,2.658005E+04,3.968040E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
18:10:00,5.780444E-01,0.000000E+00,1.607411E+00,2.529917E+04,3.821391E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
18:20:00,5.780444E-01,0.000000E+00,1.512497E+00,2.392838E+04,3.654705E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
18:30:00,5.780444E-01,0.000000E+00,1.411939E+00,2.249161E+04,3.480532E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
18:40:00,5.780444E-01,0.000000E+00,1.306979E+00,2.100295E+04,3.305378E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
18:50:00,5.780444E-01,0.000000E+00,1.198546E+00,1.947275E+04,3.129945E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
19:00:00,5.780444E-01,0.000000E+00,1.087282E+00,1.790802E+04,2.953016E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
19:10:00,5.780444E-01,0.000000E+00,1.003483E+00,1.670470E+04,2.818003E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
19:20:00,5.780444E-01,0.000000E+00,9.205049E-01,1.552287E+04,2.680997E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
19:30:00,5.780444E-01,0.000000E+00,8.374630E-01,1.435157E+04,2.545817E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
19:40:00,5.780444E-01,0.000000E+00,7.743665E-01,1.344763E+04,2.443400E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
19:50:00,5.780444E-01,0.000000E+00,7.204370E-01,1.266820E+04,2.356952E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
20:00:00,5.780444E-01,0.000000E+00,6.666552E-01,1.189645E+04,2.272625E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
20:10:00,5.780444E-01,0.000000E+00,6.274721E-01,1.133937E+04,2.212128E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
20:20:00,5.780444E-01,0.000000E+00,5.921836E-01,1.082090E+04,2.156227E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
20:30:00,5.780444E-01,0.000000E+00,5.780444E-01,1.056833E+04,2.129183E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
20:40:00,5.780444E-01,0.000000E+00,5.780444E-01,1.049950E+04,2.122062E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
20:50:00,5.780444E-01,0.000000E+00,5.780444E-01,1.043067E+04,2.114941E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
21:00:00,5.780444E-01,0.000000E+00,5.780444E-01,1.036183E+04,2.107820E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
21:10:00,5.780444E-01,0.000000E+00,5.780444E-01,1.029300E+04,2.100699E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
21:20:00,5.780444E-01,0.000000E+00,5.780444E-01,1.022417E+04,2.093577E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
21:30:00,5.780444E-01,0.000000E+00,5.780444E-01,1.015534E+04,2.086456E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
21:40:00,5.780444E-01,0.000000E+00,5.780444E-01,1.008651E+04,2.079335E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
21:50:00,5.780444E-01,0.000000E+00,5.780444E-01,1.001768E+04,2.072214E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
22:00:00,5.780444E-01,0.000000E+00,5.780444E-01,9.948848E+03,2.065093E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
22:10:00,5.780444E-01,0.000000E+00,5.780444E-01,9.895312E+03,2.059555E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
22:20:00,5.780444E-01,0.000000E+00,5.780444E-01,9.841777E+03,2.054016E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
22:30:00,5.780444E-01,0.000000E+00,5.780444E-01,9.788242E+03,2.048477E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
22:40:00,5.780444E-01,0.000000E+00,5.780444E-01,9.734707E+03,2.042938E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
22:50:00,5.780444E-01,0.000000E+00,5.780444E-01,9.681171E+03,2.037400E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
23:00:00,5.780444E-01,0.000000E+00,5.780444E-01,9.627636E+03,2.031862E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
23:10:00,5.780444E-01,0.000000E+00,5.780444E-01,9.574101E+03,2.026323E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
23:20:00,5.780444E-01,0.000000E+00,5.780444E-01,9.520565E+03,2.020784E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
23:30:00,5.780444E-01,0.000000E+00,5.780444E-01,9.467030E+03,2.015246E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
23:40:00,5.780444E-01,0.000000E+00,5.780444E-01,9.413495E+03,2.009708E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
23:50:00,5.780444E-01,0.000000E+00,5.780444E-01,9.359960E+03,2.004169E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
24:00:00,5.780444E-01,0.000000E+00,5.780444E-01,9.306424E+03,1.998630E+04,7.560088E-01,1.114341E+04,5.780444E-01,0.000000E+00,0.000000E+00
Coinc Peak   ,7.560088E-01,1.882239E+00,1.114341E+04,2.998305E+04
NonCoinc Peak,7.560088E-01,1.882432E+00,1.114341E+04,2.998305E+04
