Time,PACU_VAV_BOT:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_BOT:DesPer 1:Des Heat Cap [W],PACU_VAV_BOT:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_BOT:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_BOT:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_BOT:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_BOT:DesPer 2:Des Heat Cap [W],PACU_VAV_BOT:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_BOT:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_BOT:DesPer 2:Des Tot Cool Cap [W],PACU_VAV_MID:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_MID:DesPer 1:Des Heat Cap [W],PACU_VAV_MID:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_MID:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_MID:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_MID:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_MID:DesPer 2:Des Heat Cap [W],PACU_VAV_MID:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_MID:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_MID:DesPer 2:Des Tot Cool Cap [W],PACU_VAV_TOP:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_TOP:DesPer 1:Des Heat Cap [W],PACU_VAV_TOP:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_TOP:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_TOP:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_TOP:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_TOP:DesPer 2:Des Heat Cap [W],PACU_VAV_TOP:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_TOP:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_TOP:DesPer 2:Des Tot Cool Cap [W]
01:50:00,8.618198E-01,0.000000E+00,1.949472E+00,2.790426E+04,5.133791E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.254382E+04,2.952105E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.254382E+04,2.952105E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
02:00:00,8.618198E-01,0.000000E+00,1.956280E+00,2.793855E+04,5.137544E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.249821E+04,2.947387E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.249821E+04,2.947387E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
02:10:00,8.618198E-01,0.000000E+00,1.962948E+00,2.798607E+04,5.142651E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.246401E+04,2.943848E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.246401E+04,2.943848E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
02:20:00,8.618198E-01,0.000000E+00,1.969492E+00,2.803185E+04,5.147569E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.242980E+04,2.940310E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.242980E+04,2.940310E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
02:30:00,8.618198E-01,0.000000E+00,1.975925E+00,2.807611E+04,5.152310E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.239559E+04,2.936770E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.239559E+04,2.936770E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
02:40:00,8.618198E-01,0.000000E+00,1.982261E+00,2.811899E+04,5.156889E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.236138E+04,2.933231E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.236138E+04,2.933231E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
02:50:00,8.618198E-01,0.000000E+00,1.988488E+00,2.816035E+04,5.161287E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.232718E+04,2.929691E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.232718E+04,2.929691E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
03:00:00,8.618198E-01,0.000000E+00,1.994640E+00,2.820067E+04,5.165559E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.229297E+04,2.926154E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.229297E+04,2.926154E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
03:10:00,8.618198E-01,0.000000E+00,2.000704E+00,2.823976E+04,5.169679E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.225876E+04,2.922614E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.225876E+04,2.922614E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
03:20:00,8.618198E-01,0.000000E+00,2.006687E+00,2.827772E+04,5.173658E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.222456E+04,2.919075E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.222456E+04,2.919075E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
03:30:00,8.618198E-01,0.000000E+00,2.012598E+00,2.831467E+04,5.177516E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.627559E-01,1.220359E+04,2.918704E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.219035E+04,2.915537E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
03:40:00,8.618198E-01,0.000000E+00,2.018442E+00,2.835069E+04,5.181255E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.676223E-01,1.223799E+04,2.931604E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.215614E+04,2.911998E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
03:50:00,8.618198E-01,0.000000E+00,2.024244E+00,2.838611E+04,5.184913E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.724613E-01,1.227161E+04,2.944371E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.212193E+04,2.908458E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
04:00:00,8.618198E-01,0.000000E+00,2.029978E+00,2.842059E+04,5.188458E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.772301E-01,1.230387E+04,2.956864E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.208773E+04,2.904921E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
04:10:00,8.618198E-01,0.000000E+00,2.035667E+00,2.846964E+04,5.193484E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.819646E-01,1.234694E+04,2.970407E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.206492E+04,2.902561E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
04:20:00,8.618198E-01,0.000000E+00,2.041311E+00,2.851807E+04,5.198428E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.866629E-01,1.238925E+04,2.983803E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.204212E+04,2.900201E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
04:30:00,8.618198E-01,0.000000E+00,2.046907E+00,2.856582E+04,5.203284E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.913164E-01,1.243068E+04,2.997023E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.618198E-01,1.201931E+04,2.897842E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
04:40:00,8.618198E-01,0.000000E+00,2.052453E+00,2.861288E+04,5.208056E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.962747E-01,1.247612E+04,3.011243E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.633728E-01,1.201812E+04,2.900701E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
04:50:00,8.618198E-01,0.000000E+00,2.057951E+00,2.865926E+04,5.212741E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,9.019166E-01,1.253079E+04,3.027729E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.677284E-01,1.205579E+04,2.912959E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
05:00:00,8.618198E-01,0.000000E+00,2.063401E+00,2.870498E+04,5.217343E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,9.077270E-01,1.258749E+04,3.044749E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,8.720231E-01,1.209239E+04,2.924989E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
05:10:00,8.618198E-01,0.000000E+00,2.267539E+00,3.158665E+04,5.520259E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.208360E+00,1.679271E+04,3.952412E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.149591E+00,1.597188E+04,3.858361E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
05:20:00,8.618198E-01,0.000000E+00,2.355754E+00,3.267637E+04,5.629791E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.268234E+00,1.764138E+04,4.047584E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.205280E+00,1.677159E+04,3.950753E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
05:30:00,8.618198E-01,0.000000E+00,2.550994E+00,3.517435E+04,5.896082E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.440184E+00,1.999887E+04,4.311898E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.374015E+00,1.909562E+04,4.217284E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00
05:40:00,8.618198E-01,0.000000E+00,2.724386E+00,3.730956E+04,6.121169E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.585948E+00,2.194566E+04,4.526836E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.516269E+00,2.100611E+04,4.432643E+04,8.687003E-01,1.309381E+04,8.618198E-01,0.000000E+00,0.000000E+00
05:50:00,8.618198E-01,0.000000E+00,2.890765E+00,3.929285E+04,6.329491E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.724136E+00,2.374273E+04,4.723544E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.650792E+00,2.276600E+04,4.628949E+04,9.289470E-01,1.400191E+04,8.618198E-01,0.000000E+00,0.000000E+00
06:00:00,8.618198E-01,0.000000E+00,3.053738E+00,4.117555E+04,6.527355E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.858521E+00,2.544353E+04,4.909226E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.781260E+00,2.442751E+04,4.813578E+04,9.912532E-01,1.494104E+04,8.618198E-01,0.000000E+00,0.000000E+00
06:10:00,8.618198E-01,0.000000E+00,3.213236E+00,4.303446E+04,6.723823E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.990150E+00,2.713956E+04,5.093958E+04,8.618198E-01,1.299011E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,1.910297E+00,2.610277E+04,4.999088E+04,1.064713E+00,1.604829E+04,8.618198E-01,0.000000E+00,0.000000E+00
06:20:00,8.618198E-01,0.000000E+00,3.438243E+00,4.578327E+04,7.056341E+04,8.626178E-01,1.300213E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,2.187186E+00,2.967845E+04,5.381369E+04,8.675121E-01,1.307591E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,2.103604E+00,2.860325E+04,5.282967E+04,1.151615E+00,1.730777E+04,8.618198E-01,0.000000E+00,0.000000E+00
06:30:00,8.618198E-01,0.000000E+00,3.630199E+00,4.806854E+04,7.359997E+04,9.302744E-01,1.402191E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,2.348249E+00,3.171573E+04,5.627813E+04,9.325710E-01,1.405653E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,2.260319E+00,3.059483E+04,5.522105E+04,1.231564E+00,1.687061E+04,8.618198E-01,0.000000E+00,0.000000E+00
06:40:00,8.618198E-01,0.000000E+00,3.826498E+00,5.036343E+04,7.654199E+04,1.003589E+00,1.512698E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,2.514533E+00,3.378085E+04,5.880420E+04,9.999021E-01,1.507140E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,2.421968E+00,3.261168E+04,5.767020E+04,1.307757E+00,1.640170E+04,8.618198E-01,0.000000E+00,0.000000E+00
06:50:00,8.618198E-01,0.000000E+00,4.022864E+00,5.261283E+04,7.927597E+04,1.073265E+00,1.617720E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,2.680742E+00,3.580594E+04,6.127992E+04,1.063154E+00,1.602480E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,2.583252E+00,3.458596E+04,6.007343E+04,1.380052E+00,1.590564E+04,8.618198E-01,0.000000E+00,0.000000E+00
07:00:00,8.618198E-01,0.000000E+00,4.218430E+00,5.480605E+04,8.184787E+04,1.141152E+00,1.720045E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,2.846080E+00,3.778117E+04,6.369043E+04,1.124209E+00,1.694506E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,2.743436E+00,3.650873E+04,6.241824E+04,1.510092E+00,1.498790E+04,8.618198E-01,0.000000E+00,0.000000E+00
07:10:00,8.618198E-01,0.000000E+00,4.507201E+00,5.824969E+04,8.578556E+04,1.205498E+00,1.690797E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,3.099854E+00,4.095495E+04,6.747143E+04,1.179843E+00,1.711234E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,2.991305E+00,3.962200E+04,6.614204E+04,1.593931E+00,1.429706E+04,8.618198E-01,0.000000E+00,0.000000E+00
07:20:00,8.618198E-01,0.000000E+00,4.743597E+00,6.085824E+04,8.830526E+04,1.290111E+00,1.628481E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,3.284016E+00,4.314106E+04,6.969432E+04,1.255663E+00,1.656942E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,3.168378E+00,4.173873E+04,6.829071E+04,1.752428E+00,1.307290E+04,8.618198E-01,0.000000E+00,0.000000E+00
07:30:00,8.618198E-01,0.000000E+00,5.006586E+00,6.366955E+04,9.105158E+04,1.355522E+00,1.577709E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,3.492437E+00,4.553606E+04,7.216091E+04,1.312503E+00,1.613129E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,3.369835E+00,4.406944E+04,7.069546E+04,1.866014E+00,1.210522E+04,8.618198E-01,0.000000E+00,0.000000E+00
07:40:00,8.618198E-01,0.000000E+00,5.263005E+00,6.630774E+04,9.363860E+04,1.421874E+00,1.524248E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,3.692529E+00,4.776023E+04,7.444302E+04,1.370107E+00,1.566019E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,3.562606E+00,4.622773E+04,7.291350E+04,1.983089E+00,1.105781E+04,8.618198E-01,0.000000E+00,0.000000E+00
07:50:00,8.618198E-01,0.000000E+00,5.513805E+00,6.879317E+04,9.617301E+04,1.487487E+00,1.469207E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,3.886429E+00,4.984510E+04,7.664505E+04,1.426876E+00,1.516856E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,3.748839E+00,4.824517E+04,7.504912E+04,2.098829E+00,9.965821E+03,8.618198E-01,0.000000E+00,0.000000E+00
08:00:00,8.618198E-01,0.000000E+00,5.760949E+00,7.115248E+04,9.868658E+04,1.551913E+00,1.412859E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,4.076547E+00,5.182171E+04,7.881280E+04,1.487904E+00,1.461629E+04,8.618198E-01,0.000000E+00,0.000000E+00,8.618198E-01,0.000000E+00,3.930968E+00,5.015326E+04,7.714957E+04,2.212046E+00,8.839675E+03,8.618198E-01,0.000000E+00,0.000000E+00
