energy_term,comfort_term,energy_penalty,comfort_penalty,total_power_demand,total_temperature_violation,TimeLimit.truncated
-0.040636295920118824,-1.6932418655188606,-2031.8147960059412,-2.1165523318985757,2031.8147960059412,0.7497885063516811,False
-0.038121868394933194,-1.6932496285711107,-1906.0934197466595,-2.1165620357138883,1906.0934197466595,0.7497930910684971,False
-0.029269557496305876,-1.695012971967909,-1463.4778748152937,-2.1187662149598863,1463.4778748152937,0.7508339451957511,False
-0.026760167816406923,-1.6949632773647219,-1338.008390820346,-2.118704096705902,1338.008390820346,0.7508046266403774,False
-0.02540306632490936,-1.694832902118191,-1270.1533162454677,-2.1185411276477386,1270.1533162454677,0.7507277044658913,False
-0.024381025674900414,-1.6947101850016715,-1219.0512837450206,-2.1183877312520893,1219.0512837450206,0.7506552952275847,False
-0.023282116675665262,-1.6946046892184983,-1164.105833783263,-2.1182558615231226,1164.105833783263,0.7505930432462122,False
-0.022896313875947778,-1.6945141514815292,-1144.8156937973888,-2.1181426893519113,1144.8156937973888,0.7505396147645058,False
-0.022537459066996137,-1.6944322950445998,-1126.8729533498067,-2.1180403688057496,1126.8729533498067,0.7504913068680921,False
-0.022128097252891134,-1.6943535210243674,-1106.4048626445567,-2.1179419012804592,1106.4048626445567,0.7504448158683523,False
-0.02166396444862418,-1.6942748084198869,-1083.198222431209,-2.1178435105248585,1083.198222431209,0.7503983589560903,False
-0.021138305846502777,-1.6941948606709738,-1056.9152923251388,-2.117743575838717,1056.9152923251388,0.7503511708406663,False
-0.02056621331704661,-1.69411486478666,-1028.3106658523304,-2.1176435809833247,1028.3106658523304,0.7503039520851154,False
-0.019919627415715863,-1.6940334188117032,-995.9813707857932,-2.117541773514629,995.9813707857932,0.7502558751013737,False
-0.011663700885045982,0.0,-583.185044252299,0,583.185044252299,0,False
-0.011989759817572524,0.0,-599.4879908786262,0,599.4879908786262,0,False
-0.01775433491953119,0.0,-887.7167459765594,0,887.7167459765594,0,False
-0.021968673451260898,0.0,-1098.4336725630449,0,1098.4336725630449,0,False
-0.044524348580284964,0.0,-2226.217429014248,0,2226.217429014248,0,False
-0.047971464052017805,0.0,-2398.57320260089,0,2398.57320260089,0,False
-0.05590415248827308,0.0,-2795.207624413654,0,2795.207624413654,0,False
-0.036976236790705885,0.0,-1848.8118395352942,0,1848.8118395352942,0,False
-0.04983769690266441,0.0,-2491.88484513322,0,2491.88484513322,0,False
-0.1680006962473309,0.0,-8400.034812366544,0,8400.034812366544,0,False
-0.060133761119283556,0.0,-3006.6880559641777,0,3006.6880559641777,0,False
-0.1302851958013148,0.0,-6514.25979006574,0,6514.25979006574,0,False
-0.08429729081927897,0.0,-4214.8645409639485,0,4214.8645409639485,0,False
-0.15204352960191758,0.0,-7602.176480095878,0,7602.176480095878,0,False
-0.12211090136581633,0.0,-6105.545068290816,0,6105.545068290816,0,False
-0.15769106288693402,0.0,-7884.553144346701,0,7884.553144346701,0,False
-0.1145492457077055,0.0,-5727.462285385274,0,5727.462285385274,0,False
-0.15169969237746464,0.0,-7584.984618873231,0,7584.984618873231,0,False
-0.08428600475378195,0.0,-4214.300237689097,0,4214.300237689097,0,False
-0.11027917340449468,0.0,-5513.958670224733,0,5513.958670224733,0,False
-0.13005389775599296,0.0,-6502.694887799647,0,6502.694887799647,0,False
-0.17180837139211805,0.0,-8590.418569605901,0,8590.418569605901,0,False
-0.07404583493599887,0.0,-3702.2917467999428,0,3702.2917467999428,0,False
-0.1535919184734447,0.0,-7679.595923672235,0,7679.595923672235,0,False
-0.033521010830801376,0.0,-1676.0505415400687,0,1676.0505415400687,0,False
-0.05193570930556974,0.0,-2596.7854652784868,0,2596.7854652784868,0,False
-0.053750635335060075,0.0,-2687.5317667530035,0,2687.5317667530035,0,False
-0.05523813204416249,0.0,-2761.9066022081242,0,2761.9066022081242,0,False
-0.08849300231514229,0.0,-4424.650115757114,0,4424.650115757114,0,False
-0.09415279175699913,0.0,-4707.639587849956,0,4707.639587849956,0,False
-0.13861031109154875,0.0,-6930.515554577437,0,6930.515554577437,0,False
-0.06554480333014297,0.0,-3277.240166507148,0,3277.240166507148,0,False
-0.10430832615529781,0.0,-5215.41630776489,0,5215.41630776489,0,False
-0.09529652509418625,0.0,-4764.826254709312,0,4764.826254709312,0,False
-0.04973727484260811,0.0,-2486.8637421304056,0,2486.8637421304056,0,False
