Time,SPACE1-1:NAGOYA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],SPACE1-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE1-1:NAGOYA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE1-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE1-1::Des Latent Heat Load [W],SPACE1-1::Des Latent Cool Load [W],SPACE1-1::Des Latent Heat Mass Flow [kg/s],SPACE1-1::Des Latent Cool Mass Flow [kg/s],SPACE1-1::Des Heat Load No DOAS [W],SPACE1-1::Des Sens Cool Load No DOAS [W],SPACE1-1::Des Latent Heat Load No DOAS [W],SPACE1-1::Des Latent Cool Load No DOAS [W],SPACE1-1:NAGOYA ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],SPACE1-1:NAGOYA ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],SPACE1-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],SPACE1-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],SPACE2-1:NAGOYA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],SPACE2-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE2-1:NAGOYA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE2-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE2-1::Des Latent Heat Load [W],SPACE2-1::Des Latent Cool Load [W],SPACE2-1::Des Latent Heat Mass Flow [kg/s],SPACE2-1::Des Latent Cool Mass Flow [kg/s],SPACE2-1::Des Heat Load No DOAS [W],SPACE2-1::Des Sens Cool Load No DOAS [W],SPACE2-1::Des Latent Heat Load No DOAS [W],SPACE2-1::Des Latent Cool Load No DOAS [W],SPACE2-1:NAGOYA ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],SPACE2-1:NAGOYA ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],SPACE2-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],SPACE2-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],SPACE3-1:NAGOYA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],SPACE3-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE3-1:NAGOYA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE3-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE3-1::Des Latent Heat Load [W],SPACE3-1::Des Latent Cool Load [W],SPACE3-1::Des Latent Heat Mass Flow [kg/s],SPACE3-1::Des Latent Cool Mass Flow [kg/s],SPACE3-1::Des Heat Load No DOAS [W],SPACE3-1::Des Sens Cool Load No DOAS [W],SPACE3-1::Des Latent Heat Load No DOAS [W],SPACE3-1::Des Latent Cool Load No DOAS [W],SPACE3-1:NAGOYA ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],SPACE3-1:NAGOYA ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],SPACE3-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],SPACE3-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],SPACE4-1:NAGOYA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],SPACE4-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE4-1:NAGOYA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE4-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE4-1::Des Latent Heat Load [W],SPACE4-1::Des Latent Cool Load [W],SPACE4-1::Des Latent Heat Mass Flow [kg/s],SPACE4-1::Des Latent Cool Mass Flow [kg/s],SPACE4-1::Des Heat Load No DOAS [W],SPACE4-1::Des Sens Cool Load No DOAS [W],SPACE4-1::Des Latent Heat Load No DOAS [W],SPACE4-1::Des Latent Cool Load No DOAS [W],SPACE4-1:NAGOYA ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],SPACE4-1:NAGOYA ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],SPACE4-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],SPACE4-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],SPACE5-1:NAGOYA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],SPACE5-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE5-1:NAGOYA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE5-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE5-1::Des Latent Heat Load [W],SPACE5-1::Des Latent Cool Load [W],SPACE5-1::Des Latent Heat Mass Flow [kg/s],SPACE5-1::Des Latent Cool Mass Flow [kg/s],SPACE5-1::Des Heat Load No DOAS [W],SPACE5-1::Des Sens Cool Load No DOAS [W],SPACE5-1::Des Latent Heat Load No DOAS [W],SPACE5-1::Des Latent Cool Load No DOAS [W],SPACE5-1:NAGOYA ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],SPACE5-1:NAGOYA ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],SPACE5-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],SPACE5-1:NAGOYA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
01:50:00,2.046879E+03,1.776755E+01,1.454715E-01,2.201569E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.390000E+01,4.910335E+01,8.543103E+02,6.276811E-01,6.071575E-02,7.777196E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.388062E+01,4.933721E+01,1.993234E+03,7.208191E-01,1.416589E-01,8.931634E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.389198E+01,4.931047E+01,8.543103E+02,6.276811E-01,6.071575E-02,7.777196E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.388062E+01,4.933721E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.338731E+01,5.371249E+01
02:00:00,2.046879E+03,1.239298E+01,1.454715E-01,1.535623E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.389890E+01,4.910620E+01,8.543103E+02,6.276811E-01,6.071575E-02,7.777196E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.387148E+01,4.936436E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.388038E+01,4.934489E+01,8.543103E+02,6.276811E-01,6.071575E-02,7.777196E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.387148E+01,4.936436E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.337331E+01,5.375788E+01
02:10:00,2.046879E+03,7.550615E+00,1.454715E-01,9.356077E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.390000E+01,4.910258E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.385937E+01,4.940032E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.386684E+01,4.938506E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.385937E+01,4.940032E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.335964E+01,5.380227E+01
02:20:00,2.046879E+03,4.038382E+00,1.454715E-01,5.004085E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.389015E+01,4.913151E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.384604E+01,4.943996E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.385259E+01,4.942741E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.384604E+01,4.943996E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.334618E+01,5.384600E+01
02:30:00,2.046879E+03,1.794774E+00,1.454715E-01,2.224041E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.388545E+01,4.914535E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.383223E+01,4.948103E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.383785E+01,4.947125E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.383223E+01,4.948103E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.333286E+01,5.388931E+01
02:40:00,2.046879E+03,8.469600E-01,1.454715E-01,1.049610E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.388070E+01,4.915939E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.381801E+01,4.952337E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.382257E+01,4.951673E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.381801E+01,4.952337E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.331963E+01,5.393238E+01
02:50:00,2.046879E+03,8.469600E-01,1.454715E-01,1.049610E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.387238E+01,4.918399E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.380332E+01,4.956716E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.380676E+01,4.956386E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.380332E+01,4.956716E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.330645E+01,5.397532E+01
03:00:00,2.046879E+03,0.000000E+00,1.454715E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.386097E+01,4.921775E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.378819E+01,4.961231E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.379048E+01,4.961241E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.378819E+01,4.961231E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.329330E+01,5.401820E+01
03:10:00,2.046879E+03,0.000000E+00,1.454715E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.384792E+01,4.925640E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.377268E+01,4.965861E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.377384E+01,4.966210E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.377268E+01,4.965861E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.328017E+01,5.406108E+01
03:20:00,2.046879E+03,0.000000E+00,1.454715E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.383406E+01,4.929748E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.375688E+01,4.970586E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.375692E+01,4.971271E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.375688E+01,4.970586E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.326703E+01,5.410401E+01
03:30:00,2.046879E+03,0.000000E+00,1.454715E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.381963E+01,4.934028E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.374082E+01,4.975393E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.373976E+01,4.976407E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.374082E+01,4.975393E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.325387E+01,5.414703E+01
03:40:00,2.046879E+03,0.000000E+00,1.454715E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.380467E+01,4.938470E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.372453E+01,4.980273E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.372242E+01,4.981604E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.372453E+01,4.980273E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.324068E+01,5.419020E+01
03:50:00,2.046879E+03,0.000000E+00,1.454715E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.378923E+01,4.943060E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.370806E+01,4.985215E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.370494E+01,4.986851E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.370806E+01,4.985215E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.322745E+01,5.423354E+01
04:00:00,2.046879E+03,0.000000E+00,1.454715E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.377338E+01,4.947776E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.369142E+01,4.990212E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.368734E+01,4.992138E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.369142E+01,4.990212E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.321418E+01,5.427704E+01
04:10:00,2.046879E+03,0.000000E+00,1.454715E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.375720E+01,4.952596E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.367464E+01,4.995257E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.366965E+01,4.997458E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.367464E+01,4.995257E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.320087E+01,5.432070E+01
04:20:00,2.046879E+03,0.000000E+00,1.454715E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.374127E+01,4.957348E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.365814E+01,5.000223E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.365239E+01,5.002656E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.365814E+01,5.000223E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.318754E+01,5.436449E+01
04:30:00,2.046879E+03,0.000000E+00,1.454715E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574757E+01,2.372532E+01,4.962110E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.364167E+01,5.005185E+01,1.993234E+03,0.000000E+00,1.416589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574577E+01,2.363527E+01,5.007816E+01,8.543103E+02,0.000000E+00,6.071575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.574565E+01,2.364167E+01,5.005185E+01,1.011337E+03,0.000000E+00,7.187558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.109998E+01,2.556805E+01,2.317419E+01,5.440839E+01
